Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"hairstyles for one shoulder dresses";"58";"0";"320";"81.58";"0.00";"http://hairstylefoto.com/wedding-hairstyles-for-one-shoulder-dress/";"0.00";"0.00";"0.01";"2140000";"0.59,1.00,0.32,0.14,0.17,0.39,0.48,0.39,0.26,0.21,0.17,0.05";"1484570256"
"wedding hair to the side";"55";"55";"90";"85.04";"0.00";"http://hairstylefoto.com/side-wedding-hairstyles/";"0.00";"0.00";"0.06";"50900000";"0.79,0.79,1.00,0.79,0.64,1.00,1.00,0.79,0.50,0.50,0.64,0.50";"1482888938"
"concave haircut pictures";"58";"0";"10";"78.90";"0.00";"http://hairstylefoto.com/long-concave-bob-hairstyles/";"0.00";"0.00";"0.00";"378000";"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482760054"
"black curly weaves";"84";"67";"20";"83.71";"0.00";"http://hairstylefoto.com/black-curly-hairstyles-weaves/";"0.00";"0.00";"0.92";"22000000";"0.67,0.67,1.00,0.67,1.00,0.67,0.67,0.33,0.67,0.33,0.33,0.33";"1484404021"
"bob hairstyles asian";"37";"0";"90";"75.31";"0.00";"http://hairstylefoto.com/asian-short-bob-hairstyles/";"0.00";"0.00";"0.05";"3030000";"0.44,0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78";"1481956633"
"haircuts for women over 30";"43";"48";"140";"87.14";"0.00";"http://hairstylefoto.com/short-haircuts-for-women-over-30/";"0.00";"0.00";"0.08";"4270000";"1.00,1.00,1.00,1.00,0.82,1.00,0.65,0.65,0.65,0.65,1.00,0.65";"1482834845"
"easy pageant hairstyles";"46";"0";"30";"74.39";"0.11";"http://hairstylefoto.com/black-pageant-hairstyles/";"0.00";"0.00";"0.11";"1160000";"0.60,0.20,0.20,0.40,0.80,1.00,1.00,0.80,0.40,0.20,0.60,0.80";"1484819005"
"short hairstyle for fat face";"77";"0";"50";"78.40";"0.00";"http://hairstylefoto.com/short-curly-hairstyles-for-fat-faces/";"0.00";"0.00";"0.03";"3030000";"0.71,1.00,1.00,0.71,0.29,0.43,0.43,0.71,0.43,0.43,1.00,1.00";"1483081930"
"27 piece hair styles";"33";"29";"140";"85.95";"1.54";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.00";"0.11";"2250000";"1.00,1.00,0.65,0.82,1.00,0.82,0.53,0.65,1.00,0.65,0.82,0.65";"1482826990"
"kids girl hairstyle";"43";"0";"10";"87.52";"0.00";"http://hairstylefoto.com/kids-hairstyles-for-girls-with-long-hair/";"0.00";"0.00";"0.02";"2980000";"0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.67,0.33,0.67,0.33";"1482455178"
"professional hair styles men";"67";"77";"30";"82.00";"0.00";"http://hairstylefoto.com/short-professional-hairstyles-for-men/";"0.00";"0.00";"0.00";"31300000";"1.00,0.67,0.67,1.00,0.33,0.67,1.00,1.00,0.67,1.00,1.00,1.00";"1483156199"
"hairstyle for extensions";"64";"53";"10";"79.48";"0.00";"http://hairstylefoto.com/wedding-hairstyles-with-extensions/";"0.00";"0.00";"0.20";"7250000";"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00";"1482475896"
"beautiful haircuts for round faces";"76";"71";"20";"83.24";"0.00";"http://hairstylefoto.com/haircuts-for-long-straight-hair-round-face/";"0.00";"0.00";"0.00";"3390000";"1.00,1.00,0.75,0.25,0.75,0.75,0.50,0.75,0.25,0.25,0.25,0.25";"1485018219"
"ladies mid length haircuts";"53";"68";"10";"82.99";"0.00";"http://hairstylefoto.com/mid-long-length-haircuts/";"0.00";"0.00";"0.00";"1980000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482504838"
"emo haircuts short";"44";"69";"50";"79.60";"0.00";"http://hairstylefoto.com/cute-emo-hairstyles-for-short-hair/";"0.00";"0.00";"0.03";"1310000";"1.00,0.56,0.78,0.78,0.56,0.44,0.33,0.56,0.44,0.78,0.78,0.78";"1482965714"
"crazy girls hairstyles";"75";"0";"10";"94.32";"0.00";"http://hairstylefoto.com/crazy-boy-hairstyles/";"0.00";"0.00";"0.00";"19500000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484657369"
"haircuts for fat faces 2014";"53";"0";"10";"83.21";"0.00";"http://hairstylefoto.com/short-haircut-for-round-face/";"0.00";"0.00";"0.00";"1680000";"1.00,0.33,0.33,0.33,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.00";"1482727378"
"indian wedding hairstyles for short hair";"43";"42";"30";"64.83";"0.00";"http://hairstylefoto.com/indian-wedding-hairstyles-for-short-hair/";"0.00";"0.00";"0.05";"6380000";"1.00,0.75,0.75,0.50,0.75,0.25,0.50,0.50,0.50,0.50,0.50,0.75";"1483127340"
"long big hairstyles";"36";"32";"20";"85.45";"0.00";"http://hairstylefoto.com/long-big-curly-hairstyles/";"0.00";"0.00";"0.00";"31300000";"0.67,1.00,1.00,0.33,0.67,0.67,1.00,0.33,0.67,0.67,0.33,0.33";"1484497207"
"casual updos for long hair";"52";"42";"590";"90.31";"0.58";"http://hairstylefoto.com/easy-casual-updo-hairstyles-for-long-hair/";"0.00";"0.00";"0.07";"1350000";"0.55,0.44,0.67,0.55,1.00,0.36,0.36,0.36,0.67,0.67,0.82,0.82";"1485132777"
"pictures of blonde hair with black underneath";"62";"0";"20";"70.42";"0.00";"http://hairstylefoto.com/blonde-hair-black-underneath/";"0.00";"0.00";"0.14";"5150000";"0.67,1.00,1.00,1.00,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33";"1484959865"
"pictures of blonde hair with black underneath";"63";"21";"20";"70.42";"0.00";"http://hairstylefoto.com/blonde-hair-with-black-underneath-hairstyles/";"0.00";"0.00";"0.14";"5150000";"0.67,1.00,1.00,1.00,0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.33";"1484959865"
"japanese short hair style";"81";"0";"20";"78.10";"0.00";"http://hairstylefoto.com/japanese-boy-hairstyles/";"0.00";"0.00";"0.00";"5800000";"0.67,1.00,0.67,0.33,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.33";"1485058095"
"haircuts for 11 year old girls";"15";"16";"50";"79.36";"1.70";"http://hairstylefoto.com/8-year-old-girl-haircuts/";"0.00";"0.00";"0.08";"3050000";"0.29,0.36,0.29,0.50,0.64,1.00,0.36,0.21,0.36,0.21,0.36,0.36";"1482973277"
"front and back layered haircut";"40";"0";"70";"77.60";"0.00";"http://hairstylefoto.com/front-layered-haircut-for-long-hair/";"0.00";"0.00";"0.00";"2410000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11";"1482094766"
"1920s hairstyle";"61";"0";"320";"75.91";"0.00";"http://hairstylefoto.com/1920s-hairstyle-long-hair/";"0.00";"0.00";"0.04";"1080000";"0.67,1.00,0.81,0.67,0.54,0.44,0.54,1.00,0.67,1.00,0.67,0.67";"1484383574"
"easy to do hairstyles step by step";"35";"33";"10";"83.32";"0.00";"http://hairstylefoto.com/easy-to-do-hairstyles-for-long-hair-step-by-step/";"0.00";"0.00";"0.50";"2000000";"0.67,0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.33";"1482742456"
"female mohawk hairstyles 2013";"58";"0";"20";"72.38";"0.00";"http://hairstylefoto.com/black-female-mohawk-hairstyles-pictures/";"0.00";"0.00";"0.00";"5110000";"0.29,0.29,0.29,0.14,0.14,0.29,0.14,0.57,1.00,0.14,0.14,0.14";"1484960924"
"hairstyles with red and blonde highlights";"71";"0";"50";"76.37";"0.00";"http://hairstylefoto.com/red-blonde-and-black-highlights/";"0.00";"0.00";"0.05";"34400000";"0.78,0.56,0.33,0.22,0.33,1.00,0.78,0.22,0.22,0.33,0.56,0.78";"1482978904"
"black hairstyles for teenage girls";"25";"30";"20";"81.66";"0.00";"http://hairstylefoto.com/black-hairstyles-for-teenage-girls/";"0.00";"0.00";"0.02";"3980000";"0.50,0.50,0.75,0.25,0.50,1.00,0.50,0.75,0.25,0.50,0.25,0.25";"1484402036"
"little boys hairstyles";"39";"0";"320";"77.47";"0.00";"http://hairstylefoto.com/little-boys-haircuts/";"0.00";"0.00";"0.03";"2940000";"1.00,0.82,0.67,0.82,0.82,1.00,0.67,0.67,0.82,0.67,0.82,0.67";"1482764732"
"little boys hairstyles";"38";"36";"320";"77.47";"0.00";"http://hairstylefoto.com/hair-styles-for-little-boys/";"0.00";"0.00";"0.03";"2940000";"1.00,0.82,0.67,0.82,0.82,1.00,0.67,0.67,0.82,0.67,0.82,0.67";"1482764732"
"homecoming hairstyle";"77";"55";"140";"83.78";"0.00";"http://hairstylefoto.com/long-curly-homecoming-hairstyles/";"0.00";"0.00";"0.00";"660000";"0.04,0.01,0.03,0.01,0.03,0.15,1.00,0.82,0.07,0.03,0.07,0.04";"1482829504"
"homecoming hairstyle";"78";"54";"140";"83.78";"0.00";"http://hairstylefoto.com/simple-homecoming-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"660000";"0.04,0.01,0.03,0.01,0.03,0.15,1.00,0.82,0.07,0.03,0.07,0.04";"1482829504"
"boy mohawk styles";"19";"21";"70";"81.70";"0.00";"http://hairstylefoto.com/little-boy-mohawk-haircuts/";"0.00";"0.00";"0.03";"1180000";"0.14,0.24,0.24,0.24,0.43,0.33,0.52,0.19,0.14,0.14,0.33,1.00";"1482955267"
"long layered curly hairstyles with bangs";"41";"27";"20";"82.39";"0.22";"http://hairstylefoto.com/long-curly-layered-hairstyles-with-bangs/";"0.00";"0.00";"0.11";"5620000";"0.67,0.67,1.00,0.67,0.67,0.33,0.67,0.33,0.67,1.00,0.33,0.67";"1485094275"
"young guy hairstyles";"61";"0";"30";"81.70";"0.00";"http://hairstylefoto.com/short-hairstyles-for-young-guys/";"0.00";"0.00";"0.16";"3280000";"1.00,1.00,0.50,0.50,1.00,0.50,0.25,0.50,1.00,0.25,0.50,0.75";"1484758266"
"hairstyles for girls with long hair";"32";"78";"1300";"88.36";"0.09";"http://hairstylefoto.com/cute-hairstyles-for-girls-long-hair/";"0.00";"0.00";"0.04";"14000000";"0.84,0.53,0.68,0.68,0.84,1.00,0.84,0.68,0.46,0.46,0.68,0.84";"1484340559"
"natural black wedding hairstyles";"53";"0";"70";"82.18";"0.00";"http://hairstylefoto.com/natural-black-hairstyles-for-weddings/";"0.00";"0.00";"0.04";"28100000";"0.33,0.11,0.78,0.22,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11";"1482052856"
"natural hairstyles for weddings";"48";"45";"480";"80.65";"0.00";"http://hairstylefoto.com/natural-black-hairstyles-for-weddings/";"0.00";"0.00";"0.13";"1110000";"0.16,0.55,0.82,1.00,1.00,0.82,0.19,0.12,0.24,0.24,0.36,0.44";"1484365374"
"miley cyrus long hair cut";"32";"28";"40";"87.61";"0.00";"http://hairstylefoto.com/miley-cyrus-long-hairstyles/";"0.00";"0.00";"0.00";"122000000";"0.07,0.07,0.14,0.29,0.50,1.00,0.14,0.14,0.21,0.21,0.29,0.07";"1483076289"
"boy toddlers with long hair";"63";"0";"90";"79.17";"0.00";"http://hairstylefoto.com/cute-boy-toddlers/";"0.00";"0.00";"0.01";"2090000";"0.44,0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33";"1481954754"
"hair style for thin face";"47";"59";"10";"86.53";"0.00";"http://hairstylefoto.com/haircut-for-long-face-thin-hair/";"0.00";"0.00";"0.05";"2130000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484610223"
"hair style for thin face";"50";"0";"10";"86.53";"0.00";"http://hairstylefoto.com/hairstyles-for-long-thin-face/";"0.00";"0.00";"0.05";"2130000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484610223"
"hair style for thin face";"49";"0";"10";"86.53";"0.00";"http://hairstylefoto.com/hairstyles-for-a-long-thin-face/";"0.00";"0.00";"0.05";"2130000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484610223"
"hair style for thin face";"48";"0";"10";"86.53";"0.00";"http://hairstylefoto.com/hairstyles-for-thin-hair-long-face/";"0.00";"0.00";"0.05";"2130000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484610223"
"cute quick hairstyles for medium hair";"98";"0";"50";"77.41";"0.00";"http://hairstylefoto.com/cute-quick-hairstyles-for-long-straight-hair/";"0.00";"0.00";"0.04";"12800000";"0.12,0.24,0.24,0.12,0.24,0.41,0.65,1.00,0.06,0.06,0.06,0.18";"1482977042"
"hair 27 piece";"44";"0";"50";"74.53";"0.16";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.00";"1.00";"15300000";"0.78,0.11,0.33,1.00,0.33,0.22,0.56,0.22,0.56,1.00,1.00,0.11";"1482187217"
"short hippy hair";"97";"0";"40";"72.24";"0.00";"http://hairstylefoto.com/hippie-hairstyles-for-long-hair/";"0.00";"0.00";"0.04";"38700000";"0.56,0.11,0.78,0.22,0.78,0.22,0.11,1.00,0.44,0.78,0.78,0.56";"1482424552"
"short hairstyles for larger ladies";"35";"35";"50";"80.73";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-for-fat-faces/";"0.00";"0.00";"0.03";"2080000";"0.78,0.33,0.33,0.78,1.00,0.44,0.33,0.56,0.44,0.33,0.56,0.78";"1482974216"
"male scene hairstyles";"91";"0";"10";"68.84";"0.00";"http://hairstylefoto.com/short-scene-hairstyles-for-guys/";"0.00";"0.00";"0.03";"7990000";"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00";"1482430971"
"summer hairdos for short hair";"46";"48";"20";"89.64";"0.00";"http://hairstylefoto.com/summer-hairstyles-for-short-hair/";"0.00";"0.00";"0.18";"2130000";"0.14,0.14,0.57,0.57,1.00,0.43,0.14,0.14,0.14,0.00,0.14,0.14";"1485064298"
"cute bun hairstyles for short hair";"42";"0";"90";"84.66";"0.00";"http://hairstylefoto.com/cute-buns-for-short-hair/";"0.00";"0.00";"0.04";"2280000";"0.36,0.50,0.50,0.29,0.50,0.36,0.50,1.00,1.00,1.00,0.64,0.36";"1482891720"
"long hairstyles for gray hair";"45";"45";"30";"85.89";"0.25";"http://hairstylefoto.com/long-hairstyles-for-gray-hair/";"0.00";"0.00";"0.17";"19700000";"0.75,0.75,1.00,0.75,0.75,0.50,0.50,0.50,0.50,0.75,0.50,0.75";"1484818589"
"black hair with red and blonde";"89";"0";"10";"83.93";"0.00";"http://hairstylefoto.com/black-hair-with-red-and-blonde-highlights/";"0.00";"0.00";"0.02";"5750000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00";"1482435286"
"side buns for weddings";"58";"67";"30";"80.28";"0.00";"http://hairstylefoto.com/side-bun-hairstyles-for-weddings/";"0.00";"0.00";"0.07";"918000";"1.00,1.00,0.80,0.60,0.20,0.60,0.40,1.00,0.60,0.20,0.40,0.40";"1483102993"
"french hairstyle pictures";"51";"0";"70";"89.24";"0.00";"http://hairstylefoto.com/black-french-braid-hairstyles-pictures/";"0.00";"0.00";"0.00";"9460000";"0.11,0.11,0.44,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00";"1482094438"
"retro styles for short hair";"53";"57";"10";"82.32";"0.12";"http://hairstylefoto.com/retro-hairstyle-for-short-hair/";"0.00";"0.00";"0.21";"8200000";"0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50";"1482750178"
"african american hair types chart";"54";"67";"30";"78.68";"2.86";"http://hairstylefoto.com/black-natural-hair-types-chart/";"0.00";"0.00";"0.02";"1400000";"0.29,0.71,0.29,0.29,0.43,0.57,0.14,0.43,0.14,0.14,0.29,1.00";"1484833238"
"hairstyles for big forehead";"86";"83";"720";"78.27";"0.00";"http://hairstylefoto.com/hairstyles-for-big-forehead-and-long-faces/";"0.00";"0.00";"0.00";"2420000";"0.11,0.68,1.00,0.30,0.11,0.77,1.00,0.77,0.13,0.13,0.37,1.00";"1484311120"
"wedding styles for medium hair";"78";"75";"30";"83.03";"0.00";"http://hairstylefoto.com/medium-hair-wedding-styles/";"0.00";"0.00";"0.03";"14400000";"0.60,0.60,0.60,1.00,0.80,1.00,0.60,0.40,0.20,0.20,0.20,0.40";"1483110071"
"boy hairstyles names";"32";"33";"50";"81.92";"0.35";"http://hairstylefoto.com/boys-hairstyles-names/";"0.00";"0.00";"0.29";"18700000";"0.78,0.78,0.78,0.78,1.00,0.78,0.78,0.56,0.33,0.22,0.33,0.33";"1482990601"
"how to make messy bun for long hair";"91";"0";"90";"80.81";"0.00";"http://hairstylefoto.com/easy-messy-bun-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"5420000";"0.22,1.00,0.11,0.44,0.11,0.11,0.78,0.78,0.33,0.11,0.11,0.33";"1481920444"
"narrow face hairstyles";"65";"0";"40";"85.13";"0.00";"http://hairstylefoto.com/hairstyles-for-long-narrow-faces/";"0.00";"0.00";"0.06";"2930000";"0.14,0.57,0.43,0.71,0.71,0.71,1.00,1.00,0.57,0.14,0.14,0.14";"1483044994"
"hairstyle back view";"44";"0";"10";"83.34";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-from-the-back-view/";"0.00";"0.00";"0.00";"55400000";"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33";"1484714890"
"hairstyle back view";"45";"17";"10";"83.34";"0.00";"http://hairstylefoto.com/layered-long-hairstyles-back-view/";"0.00";"0.00";"0.00";"55400000";"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33";"1484714890"
"styles for short weaves";"61";"36";"90";"81.55";"0.00";"http://hairstylefoto.com/short-black-weaves/";"0.00";"0.00";"1.00";"838000";"0.11,0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33";"1485295234"
"wedding bridesmaid hair";"82";"0";"70";"85.52";"0.00";"http://hairstylefoto.com/wedding-bridesmaid-hairstyles-for-long-hair/";"0.00";"0.00";"0.18";"13500000";"0.21,0.29,0.64,0.64,0.36,0.29,0.50,1.00,0.50,0.36,0.64,0.79";"1482921552"
"easy everyday hairstyles long hair";"39";"0";"170";"86.99";"3.56";"http://hairstylefoto.com/cute-everyday-hairstyles-for-long-hair/";"0.00";"0.00";"0.22";"4830000";"0.82,1.00,0.54,0.54,0.44,0.67,0.44,0.23,0.18,0.18,0.28,0.23";"1482815459"
"girls shaved hair cuts";"73";"0";"30";"80.52";"0.00";"http://hairstylefoto.com/short-shaved-hairstyles-for-girls/";"0.00";"0.00";"0.00";"4990000";"0.50,0.75,0.75,1.00,1.00,0.75,0.50,0.25,0.75,0.75,1.00,0.75";"1483125865"
"best hairstyle for curly hair male";"74";"0";"20";"80.71";"0.00";"http://hairstylefoto.com/short-curly-hair-male/";"0.00";"0.00";"0.02";"31400000";"0.75,0.50,0.25,0.25,0.25,0.50,0.50,0.75,0.50,1.00,0.50,1.00";"1484487058"
"trendy short hairstyles 2014";"21";"27";"10";"84.45";"0.00";"http://hairstylefoto.com/short-haircuts-trendy/";"0.00";"0.00";"0.00";"2600000";"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00";"1482497068"
"pretty 9 year olds";"69";"0";"140";"92.50";"0.00";"http://hairstylefoto.com/cute-9-year-old-boys/";"0.00";"0.00";"0.19";"115000000";"0.19,0.12,0.19,0.35,0.54,0.27,0.65,0.65,0.81,1.00,1.00,0.54";"1482834905"
"super short hair women";"30";"33";"40";"85.38";"0.00";"http://hairstylefoto.com/super-short-hair-styles-for-women/";"0.00";"0.00";"0.04";"15100000";"0.43,0.43,0.71,1.00,0.43,0.71,0.57,0.57,0.57,0.43,0.57,0.71";"1482759246"
"best hairstyles for square faces with thick hair";"46";"46";"90";"80.27";"2.70";"http://hairstylefoto.com/short-hairstyles-for-square-faces-and-thick-hair/";"0.00";"0.00";"0.20";"2430000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00";"1485227603"
"step by step hairstyle for medium hair";"56";"0";"40";"84.06";"0.00";"http://hairstylefoto.com/easy-hairstyles-for-long-hair-step-by-step/";"0.00";"0.00";"0.07";"7710000";"0.16,0.16,0.22,0.06,0.22,0.06,0.12,0.12,1.00,0.22,0.22,0.03";"1482424287"
"black with blonde hair";"60";"63";"880";"81.76";"0.00";"http://hairstylefoto.com/black-with-natural-blonde-hair/";"0.00";"0.00";"0.03";"9460000";"1.00,1.00,1.00,1.00,0.88,0.88,0.88,0.48,0.48,0.48,0.88,1.00";"1484371910"
"only asian boyz";"86";"0";"70";"55.63";"0.00";"http://hairstylefoto.com/asian-boy-hairstyles-short/";"0.00";"0.00";"0.00";"8940000";"0.33,0.44,0.44,0.11,0.44,0.11,0.22,0.33,0.78,0.44,0.44,1.00";"1482049278"
"kids faux hawk";"53";"71";"170";"91.46";"0.00";"http://hairstylefoto.com/little-boy-faux-hawk-haircut/";"0.00";"0.00";"0.05";"2170000";"0.65,0.65,0.81,0.81,0.81,1.00,0.65,0.65,0.65,0.65,0.65,0.65";"1482820011"
"black with copper highlights";"67";"28";"20";"83.82";"0.00";"http://hairstylefoto.com/black-hair-with-copper-highlights/";"0.00";"0.00";"0.03";"5520000";"0.67,0.33,0.67,0.33,0.33,0.67,0.67,0.67,0.33,0.33,0.67,1.00";"1485044980"
"medium hairstyles long face";"51";"0";"10";"85.99";"0.00";"http://hairstylefoto.com/medium-hairstyles-long-face/";"0.00";"0.00";"0.08";"5490000";"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00";"1484710557"
"straight hair for black men";"81";"0";"70";"85.41";"0.00";"http://hairstylefoto.com/black-man-straight-hair/";"0.00";"0.00";"0.37";"153000000";"0.33,0.44,0.44,0.11,0.44,0.11,0.22,0.33,0.78,0.44,0.44,1.00";"1482027865"
"short hairstyles shaved back";"73";"69";"30";"83.20";"0.00";"http://hairstylefoto.com/black-short-hairstyles-with-shaved-sides/";"0.00";"0.00";"0.07";"15900000";"0.75,1.00,0.75,0.75,1.00,1.00,0.75,0.75,0.50,1.00,0.75,1.00";"1483127013"
"korean boy hairstyle 2014";"48";"78";"10";"63.42";"0.00";"http://hairstylefoto.com/best-boys-hairstyle/";"0.00";"0.00";"0.00";"4080000";"1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25";"1482540228"
"long inverted bob with layers";"63";"0";"140";"81.12";"0.00";"http://hairstylefoto.com/inverted-bob-long/";"0.00";"0.00";"0.02";"11800000";"0.10,0.01,0.15,0.36,0.01,0.06,0.04,1.00,0.44,0.67,0.07,0.67";"1485216287"
"short shaggy haircuts for round faces";"34";"39";"50";"81.98";"0.00";"http://hairstylefoto.com/short-shaggy-hairstyles-for-round-faces/";"0.00";"0.00";"0.10";"1910000";"0.33,0.44,0.44,0.33,0.33,0.44,0.22,0.56,0.56,0.78,1.00,0.78";"1482964356"
"short curly haircuts round face";"28";"35";"20";"84.87";"1.06";"http://hairstylefoto.com/short-curly-haircuts-round-face/";"0.00";"0.00";"0.18";"2330000";"0.33,0.67,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.33";"1484487178"
"haircut for women in their 50s";"36";"40";"10";"88.27";"0.00";"http://hairstylefoto.com/short-hairstyles-for-women-in-their-50s/";"0.00";"0.00";"0.02";"422000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484676027"
"short girl cuts";"23";"0";"110";"87.96";"0.00";"http://hairstylefoto.com/short-girl-cuts/";"0.00";"0.00";"0.00";"42500000";"0.64,1.00,0.79,0.79,1.00,1.00,0.64,0.50,0.50,0.64,0.64,1.00";"1482863265"
"haircut with long layers and bangs";"62";"0";"90";"89.82";"0.00";"http://hairstylefoto.com/long-layered-haircut-bangs/";"0.00";"0.00";"0.09";"5180000";"0.22,0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22";"1481943416"
"haircuts front and back";"28";"0";"30";"79.69";"0.00";"http://hairstylefoto.com/long-in-the-front-short-in-the-back-haircut/";"0.00";"0.00";"0.14";"3680000";"0.80,0.80,0.40,0.60,0.60,1.00,0.40,0.20,0.40,0.20,0.60,0.60";"1483128530"
"haircuts front and back";"29";"0";"30";"79.69";"0.00";"http://hairstylefoto.com/hairstyles-short-front-long-back/";"0.00";"0.00";"0.14";"3680000";"0.80,0.80,0.40,0.60,0.60,1.00,0.40,0.20,0.40,0.20,0.60,0.60";"1483128530"
"curly hairstyles for long hair with layers";"30";"31";"10";"79.76";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-with-layers/";"0.00";"0.00";"0.03";"743000";"0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.50,0.50,0.50,0.50";"1484576768"
"very short hairstyles for women";"51";"0";"1000";"83.47";"1.47";"http://hairstylefoto.com/very-short-hairstyles-for-fat-faces/";"0.00";"0.00";"0.18";"10100000";"0.07,0.09,0.07,0.20,0.44,0.24,0.67,1.00,0.20,0.29,0.29,0.04";"1485151451"
"celebrity wedding hairstyles";"94";"84";"90";"82.97";"0.00";"http://hairstylefoto.com/black-celebrity-wedding-hairstyles/";"0.00";"0.00";"0.04";"7180000";"0.79,0.64,0.64,0.79,1.00,1.00,1.00,0.79,0.64,0.36,0.50,0.50";"1482886519"
"wedding hairstyles for older brides";"33";"39";"40";"72.87";"0.00";"http://hairstylefoto.com/wedding-hairstyles-for-older-brides/";"0.00";"0.00";"0.13";"2260000";"0.80,0.60,1.00,1.00,0.80,0.80,0.80,0.60,0.80,0.40,0.60,0.60";"1483052790"
"cool braids for long hair";"57";"0";"590";"91.36";"0.22";"http://hairstylefoto.com/cool-braids-for-long-hair/";"0.00";"0.00";"0.01";"1010000";"0.30,0.20,0.37,1.00,0.77,0.37,0.16,0.16,0.37,0.68,0.68,0.37";"1485142233"
