Keyword;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic Cost (%);Competition;Number of Results;Trends
"cool hairstyles for boys with long hair";"30";"79.37";"0.00";"http://hairstylefoto.com/cool-hairstyles-for-boys-with-long-hair/";"0.00";"0.02";"5670000";"0.60,0.60,0.80,1.00,0.80,0.60,0.80,0.40,0.60,0.20,0.60,0.40"
"easy updo for long hair";"590";"80.31";"0.00";"http://hairstylefoto.com/easy-updo-for-long-hair/";"0.00";"0.04";"2790000";"0.48,0.72,0.59,0.88,1.00,0.48,0.48,0.88,0.39,0.59,0.48,0.39"
"black curly hairstyle";"40";"85.26";"1.05";"http://hairstylefoto.com/black-curly-hairstyle/";"0.00";"0.18";"67100000";"0.80,0.60,1.00,1.00,1.00,1.00,1.00,0.60,0.60,0.40,0.80,0.80"
"haircut long front short back";"880";"80.93";"0.13";"http://hairstylefoto.com/hairstyles-short-front-long-back/";"0.00";"0.01";"3530000";"0.54,0.82,0.54,0.24,0.54,0.29,0.36,0.67,0.15,1.00,1.00,0.19"
"1950s hairstyles how to";"20";"82.09";"0.00";"http://hairstylefoto.com/how-to-do-1950s-hairstyles-for-long-hair/";"0.00";"0.02";"18800000";"0.40,0.40,0.40,0.40,0.20,0.20,0.20,1.00,0.40,0.20,0.20,0.60"
"easy fancy hairstyles for medium hair";"20";"81.40";"0.00";"http://hairstylefoto.com/easy-fancy-hairstyles-for-long-hair/";"0.00";"0.10";"1230000";"0.75,0.50,0.75,1.00,0.50,0.50,0.75,0.25,0.25,0.25,0.25,0.25"
"heart shaped face hairstyles short";"50";"82.23";"0.00";"http://hairstylefoto.com/short-hairstyles-for-heart-shaped-face/";"0.00";"0.07";"3200000";"0.57,1.00,1.00,0.43,1.00,0.14,0.14,0.71,0.14,0.43,0.43,1.00"
"baby girls hairstyles";"30";"86.11";"0.00";"http://hairstylefoto.com/baby-girl-hairstyles/";"0.00";"0.11";"3870000";"1.00,0.75,1.00,0.50,1.00,1.00,0.75,0.75,1.00,0.75,1.00,1.00"
"baby girls hairstyles";"30";"86.11";"0.00";"http://hairstylefoto.com/baby-girl-hairstyles-pictures/";"0.00";"0.11";"3870000";"1.00,0.75,1.00,0.50,1.00,1.00,0.75,0.75,1.00,0.75,1.00,1.00"
"long in the front short in the back hair";"110";"83.35";"0.00";"http://hairstylefoto.com/long-in-the-front-short-in-the-back-hairstyle/";"0.00";"0.29";"83900000";"0.05,0.10,0.14,0.33,0.14,0.81,1.00,0.81,0.24,0.43,0.43,0.10"
"diy easy hairstyles";"170";"82.26";"0.00";"http://hairstylefoto.com/easy-diy-hairstyles-for-long-hair/";"0.00";"0.01";"5430000";"1.00,0.81,0.81,0.81,0.67,0.81,0.81,0.67,0.43,0.67,0.67,0.52"
"very very long hairstyles";"50";"81.97";"0.00";"http://hairstylefoto.com/very-long-straight-hairstyles/";"0.00";"0.07";"55400000";"0.44,0.11,0.11,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.56"
"old woman hairstyle";"70";"82.58";"0.00";"http://hairstylefoto.com/long-hairstyles-for-60-year-old-woman/";"0.00";"0.08";"23500000";"1.00,0.64,1.00,1.00,0.82,0.36,0.45,1.00,0.36,0.18,0.27,0.27"
"african hairstyles for girls";"20";"85.17";"0.00";"http://hairstylefoto.com/african-hairstyles-for-girls/";"0.00";"0.04";"9210000";"0.67,0.33,0.67,0.33,1.00,1.00,0.67,0.67,0.67,0.33,0.33,0.33"
"quick weave wigs";"210";"75.68";"0.47";"http://hairstylefoto.com/short-cut-quick-weave/";"0.00";"1.00";"1550000";"1.00,0.81,1.00,0.81,0.65,0.65,0.65,0.81,0.81,0.81,1.00,1.00"
"girl anime hairstyles";"170";"84.83";"0.00";"http://hairstylefoto.com/anime-hairstyles-for-girls/";"0.00";"0.04";"9460000";"0.81,0.81,0.81,0.67,1.00,1.00,0.81,0.81,0.81,1.00,1.00,0.52"
"blonde prom hairstyles";"70";"82.61";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-long-blonde-hair/";"0.00";"0.01";"18200000";"0.42,1.00,0.65,0.12,0.08,0.08,0.08,0.08,0.12,0.12,0.27,0.19"
"graduated bob rear view";"90";"71.57";"0.00";"http://hairstylefoto.com/short-graduated-bob-hairstyle/";"0.00";"0.00";"524000";"0.11,0.11,1.00,0.44,1.00,1.00,0.56,0.11,0.11,0.33,0.33,0.11"
"bobby pin curls long hair";"30";"88.37";"0.00";"http://hairstylefoto.com/bobby-pin-curls-short-hair/";"0.00";"0.00";"1810000";"0.60,0.20,0.40,0.20,0.40,0.40,0.80,1.00,0.80,0.80,0.60,0.60"
"easy cute hairstyles for long thick hair";"70";"81.63";"0.00";"http://hairstylefoto.com/cute-easy-hairstyles-for-long-thick-hair/";"0.00";"0.10";"3480000";"0.64,0.64,0.36,0.45,0.82,0.82,0.82,1.00,0.64,0.64,0.82,0.64"
"hair styles for black boys";"70";"78.32";"0.00";"http://hairstylefoto.com/black-boys-haircut/";"0.00";"0.01";"8670000";"1.00,0.45,0.64,0.64,0.64,0.82,0.45,0.64,0.64,0.64,0.64,0.64"
"blonde with black lowlights";"70";"86.35";"0.00";"http://hairstylefoto.com/blonde-with-black-lowlights/";"0.00";"0.01";"5220000";"0.56,0.78,0.56,0.78,0.56,0.78,0.56,1.00,0.56,0.78,0.78,0.78"
"flappers hair";"50";"82.02";"0.00";"http://hairstylefoto.com/1920s-hairstyles-long-hair-flappers/";"0.00";"0.29";"506000";"0.41,0.41,0.41,0.18,0.12,0.18,0.18,1.00,0.41,0.24,0.24,0.29"
"stacked curly bob";"140";"79.29";"0.00";"http://hairstylefoto.com/short-curly-stacked-bob-hairstyles/";"0.00";"0.03";"0";"0.53,0.82,0.65,1.00,0.82,0.82,0.82,0.82,0.65,0.82,0.82,0.82"
"simple hairstyle for short hair";"40";"88.48";"0.00";"http://hairstylefoto.com/quick-simple-hairstyles-for-short-hair/";"0.00";"0.04";"1460000";"0.60,1.00,0.80,0.60,1.00,1.00,0.60,0.60,0.80,0.40,0.60,1.00"
"updo hairstyles for long hair for prom";"30";"81.91";"0.00";"http://hairstylefoto.com/prom-updo-hairstyles-for-long-hair/";"0.00";"0.02";"6420000";"0.44,1.00,0.44,0.11,0.11,0.11,0.33,0.22,0.11,0.11,0.33,0.22"
"short cut with bang";"170";"83.05";"0.00";"http://hairstylefoto.com/short-cut-with-bang/";"0.00";"0.07";"21900000";"0.43,0.33,0.81,0.81,0.81,0.81,1.00,1.00,0.43,0.67,1.00,0.81"
"black women hairstyle magazine";"20";"81.42";"0.00";"http://hairstylefoto.com/black-short-hairstyles-magazine/";"0.00";"0.47";"7190000";"0.40,0.40,1.00,1.00,0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.40"
"braid styles for natural black hair";"30";"83.14";"0.00";"http://hairstylefoto.com/braid-styles-for-short-natural-black-hair/";"0.00";"0.32";"2650000";"1.00,0.60,0.60,0.80,1.00,0.60,0.20,0.40,0.40,0.40,0.60,0.40"
"long thick hairstyles with bangs";"20";"85.03";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-hair-with-bangs/";"0.00";"0.04";"4050000";"1.00,0.33,0.33,0.67,0.67,1.00,0.67,0.67,0.33,0.33,0.67,0.33"
"hairstyle one side";"10";"82.48";"0.00";"http://hairstylefoto.com/one-side-long-hairstyle/";"0.00";"0.00";"3730000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"bobs on african american hair";"90";"86.67";"0.35";"http://hairstylefoto.com/short-bobs-for-black-hair/";"0.00";"0.19";"2030000";"0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.75,0.75,0.75"
"good hairstyles for fat faces";"70";"78.53";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-for-fat-faces/";"0.00";"0.08";"5310000";"1.00,1.00,1.00,1.00,0.78,0.56,0.78,0.56,0.56,0.78,1.00,0.78"
"shaved one side hairstyles";"70";"82.76";"0.00";"http://hairstylefoto.com/shaved-one-side-black-hairstyles/";"0.00";"0.00";"660000";"0.05,0.10,0.24,0.10,0.24,0.10,0.14,0.52,0.81,1.00,0.43,0.05"
"hair with caramel highlights";"50";"78.83";"0.00";"http://hairstylefoto.com/black-hair-with-caramel-highlights/";"0.00";"0.04";"11700000";"0.57,0.57,0.57,1.00,0.43,0.57,0.71,0.57,1.00,0.71,0.71,0.71"
"very long hair tumblr";"50";"42.69";"0.00";"http://hairstylefoto.com/tumblr-hairstyles-for-long-hair/";"0.00";"0.03";"14200000";"0.71,0.71,1.00,0.71,1.00,1.00,0.57,0.71,0.43,0.57,0.29,0.57"
"bohemian long hair";"70";"80.90";"0.00";"http://hairstylefoto.com/bohemian-hairstyles-for-long-hair/";"0.00";"0.76";"1630000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11"
"haircut names for long hair";"30";"86.24";"0.00";"http://hairstylefoto.com/haircut-names-for-long-hair/";"0.00";"0.04";"886000";"0.80,0.20,0.20,0.20,0.40,0.60,0.60,0.40,0.60,0.40,1.00,0.60"
"bangs for straight hair";"50";"82.05";"0.00";"http://hairstylefoto.com/hairstyles-for-long-straight-hair-with-bangs/";"0.00";"0.02";"24900000";"1.00,0.71,0.57,0.57,1.00,1.00,0.43,0.57,0.57,0.57,0.71,0.57"
"dark brown hair on top and blonde underneath";"70";"87.94";"0.00";"http://hairstylefoto.com/brown-hair-with-black-underneath/";"0.00";"0.00";"7440000";"0.56,0.78,0.11,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33"
"short tapered natural haircuts";"210";"86.84";"0.09";"http://hairstylefoto.com/short-tapered-natural-black-hairstyles/";"0.00";"0.12";"1340000";"0.06,0.19,0.15,0.67,0.15,0.67,1.00,0.24,0.54,0.36,0.36,0.36"
"spiral perm hairstyle";"40";"84.07";"2.98";"http://hairstylefoto.com/spiral-perm-hairstyles-for-long-hair/";"0.00";"0.11";"248000";"0.71,0.71,0.43,1.00,0.43,0.29,0.14,0.57,0.14,1.00,1.00,0.71"
"wacky hair day ideas";"390";"80.43";"0.00";"http://hairstylefoto.com/crazy-hair-day-ideas-for-long-hair/";"0.00";"0.07";"841000";"0.21,0.17,0.48,0.14,0.26,0.21,0.59,0.88,0.21,0.21,0.48,1.00"
"scene haircuts for curly hair";"10";"70.73";"0.00";"http://hairstylefoto.com/scene-hairstyles-for-short-hair/";"0.00";"0.03";"1330000";"0.20,0.20,0.20,0.60,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20"
"black women sew in";"70";"83.21";"0.04";"http://hairstylefoto.com/short-sew-in-hairstyles-for-black-women/";"0.00";"0.83";"7230000";"1.00,0.64,0.64,0.64,0.64,0.64,0.82,0.64,0.45,0.45,0.82,0.82"
"braiding styles for black women";"70";"79.92";"0.00";"http://hairstylefoto.com/african-american-hair-braiding-styles-black-hairstyles/";"0.00";"0.04";"2620000";"0.64,0.45,1.00,0.64,0.64,0.64,0.64,0.64,0.64,0.36,0.64,0.64"
"asian short hairstyle";"90";"81.31";"0.00";"http://hairstylefoto.com/asian-girl-short-hairstyle/";"0.00";"0.04";"3750000";"1.00,0.64,1.00,1.00,0.82,0.64,0.82,0.82,0.45,0.64,0.82,0.82"
"pony tails for long hair";"10";"84.33";"0.00";"http://hairstylefoto.com/easy-ponytails-for-long-hair/";"0.00";"0.09";"1030000";"1.00,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50"
"long hair men curly";"70";"79.27";"0.00";"http://hairstylefoto.com/men-curly-long-hair/";"0.00";"0.01";"48100000";"0.56,0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00"
"medium length hairstyles for african american hair";"90";"72.58";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-for-african-american-hair/";"0.00";"0.03";"3160000";"0.82,0.65,0.41,0.29,0.65,0.82,1.00,0.53,0.18,0.24,0.29,0.29"
"last minute hair styles";"10";"88.31";"0.00";"http://hairstylefoto.com/easy-5-minute-hairstyles-for-long-hair/";"0.00";"0.01";"814000";"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50"
"hairstyle french roll";"20";"90.98";"0.00";"http://hairstylefoto.com/how-to-make-french-roll-hairstyle-for-long-hair/";"0.00";"0.09";"1160000";"1.00,0.67,1.00,1.00,0.67,1.00,1.00,1.00,0.67,0.33,0.33,0.67"
"boy long hair cut";"30";"75.88";"0.00";"http://hairstylefoto.com/boy-long-hairstyles/";"0.00";"0.00";"3100000";"0.60,0.60,0.60,0.60,1.00,0.80,0.60,0.40,0.80,0.60,0.80,1.00"
"1960s hairstyles for long hair";"40";"82.00";"0.00";"http://hairstylefoto.com/1960s-hairstyles-for-long-hair/";"0.00";"0.03";"766000";"0.09,0.36,0.64,0.09,0.09,0.09,0.27,1.00,0.64,0.45,0.36,0.18"
"black natural hairstyle ideas";"20";"79.94";"0.00";"http://hairstylefoto.com/black-natural-hairstyle-ideas/";"0.00";"0.24";"2330000";"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.25,0.50,0.25,0.25"
"greek women hairstyles";"10";"74.70";"0.00";"http://hairstylefoto.com/greek-wedding-hairstyles/";"0.00";"0.00";"5230000";"0.33,0.67,0.67,0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.33"
"hairstyles for african american children";"20";"81.42";"0.00";"http://hairstylefoto.com/natural-hairstyles-for-black-children/";"0.00";"0.06";"2630000";"0.50,0.75,0.75,0.50,0.50,1.00,0.75,0.50,0.25,0.25,0.25,0.75"
"receding hairline long hair";"170";"80.53";"0.00";"http://hairstylefoto.com/long-hairstyles-for-receding-hairlines/";"0.00";"0.02";"498000";"0.67,0.81,0.67,0.67,0.67,1.00,1.00,0.81,0.81,1.00,1.00,1.00"
"fun easy hairstyles";"260";"87.41";"1.60";"http://hairstylefoto.com/fun-easy-hairstyles-for-long-hair/";"0.00";"0.09";"20100000";"0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.66,0.81,0.66,0.81,0.66"
"thin hair bob styles";"40";"84.19";"1.09";"http://hairstylefoto.com/short-bob-hairstyles-for-thin-fine-hair/";"0.00";"0.04";"1540000";"0.56,0.33,0.44,1.00,0.44,0.22,0.22,0.22,0.78,0.44,0.44,0.78"
"wedding braid styles";"20";"84.78";"0.00";"http://hairstylefoto.com/braids-hairstyles-for-weddings/";"0.00";"0.02";"1370000";"0.25,0.50,0.50,0.50,1.00,0.75,0.25,0.25,0.25,0.25,0.25,0.25"
"hairstyles thick coarse hair";"30";"78.71";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-coarse-hair/";"0.00";"0.10";"1560000";"1.00,0.40,0.40,0.20,0.60,0.80,0.80,0.40,0.60,0.80,0.60,0.40"
"1930 long hairstyles";"20";"75.39";"0.00";"http://hairstylefoto.com/1930s-long-hairstyles/";"0.00";"0.06";"4220000";"0.67,0.67,0.67,0.33,0.33,0.67,0.67,1.00,1.00,0.67,0.67,0.67"
"hairdo for school";"10";"86.29";"0.00";"http://hairstylefoto.com/hairstyles-for-long-hair-at-school/";"0.00";"0.07";"1040000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"braid style for girls";"30";"89.19";"0.00";"http://hairstylefoto.com/braid-styles-for-little-black-girls/";"0.00";"0.07";"1600000";"0.50,0.25,1.00,0.75,0.75,0.75,0.75,0.50,0.50,0.50,0.75,0.75"
"rihanna long hairstyle";"10";"83.42";"0.00";"http://hairstylefoto.com/rihanna-long-hairstyle/";"0.00";"0.00";"6590000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"ponytail extension black hair";"110";"82.46";"0.20";"http://hairstylefoto.com/ponytail-extension-black-hair/";"0.00";"0.99";"19600000";"0.24,0.43,0.67,1.00,0.67,0.43,0.43,0.67,0.67,0.81,0.43,0.33"
"professional hairstyles long hair";"70";"87.71";"0.00";"http://hairstylefoto.com/professional-hairstyle-for-long-hair/";"0.00";"0.01";"459000000";"0.15,0.54,0.15,0.12,0.12,0.35,0.27,0.15,0.08,0.08,0.54,1.00"
"pink black hair";"90";"86.59";"0.00";"http://hairstylefoto.com/pink-and-black-hair/";"0.00";"0.09";"92000000";"0.82,0.82,0.82,0.82,1.00,1.00,0.64,0.82,0.64,0.64,0.82,1.00"
"prom hairstyles for long hair half up";"20";"92.11";"0.00";"http://hairstylefoto.com/half-up-prom-hairstyles-for-long-hair/";"0.00";"0.02";"3350000";"0.06,0.53,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06"
"asian girl short hairstyles";"20";"80.52";"0.00";"http://hairstylefoto.com/asian-girl-short-hairstyles/";"0.00";"0.10";"2280000";"0.29,0.14,0.29,0.14,0.14,0.14,0.14,0.29,0.29,0.43,1.00,0.71"
"straight ponytail hairstyles";"70";"85.91";"0.00";"http://hairstylefoto.com/long-straight-ponytail-hairstyles/";"0.00";"0.01";"12200000";"0.36,0.29,0.50,0.29,0.29,0.36,1.00,0.79,0.21,0.21,0.21,0.50"
"short layers for long curly hair";"30";"84.77";"0.00";"http://hairstylefoto.com/long-curly-hair-with-short-layers/";"0.00";"0.01";"1890000";"0.60,0.40,0.40,1.00,0.80,0.40,0.40,0.40,0.40,0.80,0.40,0.20"
"hairstyles bangs fine hair";"10";"85.66";"0.00";"http://hairstylefoto.com/short-hairstyles-with-bangs-for-fine-hair/";"0.00";"0.17";"1600000";"1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33"
"hair with purple highlights";"110";"91.61";"0.78";"http://hairstylefoto.com/black-hair-with-purple-highlights/";"0.00";"0.15";"15300000";"0.52,0.67,0.52,0.67,0.52,0.43,0.33,0.33,0.33,0.24,0.67,1.00"
"curly hairstyles for kids";"170";"86.14";"0.00";"http://hairstylefoto.com/short-curly-hairstyles-for-kids/";"0.00";"0.25";"4430000";"0.81,0.81,0.67,0.67,0.81,1.00,1.00,0.67,0.52,0.67,0.67,0.81"
"a line haircut long hair";"50";"85.95";"0.00";"http://hairstylefoto.com/a-line-haircut-long/";"0.00";"0.00";"10800000";"0.44,0.44,0.44,0.22,0.33,0.44,0.56,0.44,1.00,1.00,0.78,0.33"
"weave ponytail";"1900";"82.27";"0.31";"http://hairstylefoto.com/black-weave-ponytail-hairstyles/";"0.00";"0.50";"583000";"0.67,0.79,0.79,0.79,1.00,1.00,0.79,0.79,0.67,0.67,0.79,0.79"
"medium length hairstyles for over 50 women";"50";"85.16";"0.73";"http://hairstylefoto.com/short-to-medium-length-hairstyles-for-over-50/";"0.00";"0.14";"4820000";"0.78,0.11,1.00,0.33,1.00,0.11,0.22,0.11,0.56,1.00,1.00,0.44"
"crazy hairstlyes";"90";"83.84";"0.00";"http://hairstylefoto.com/crazy-hairstyles-for-boys/";"0.00";"0.01";"1720000";"0.44,0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44"
"ladies bowl cut";"10";"80.63";"0.00";"http://hairstylefoto.com/short-bowl-cut-hairstyles/";"0.00";"0.00";"9880000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"short layered haircuts for thick wavy hair";"20";"77.67";"0.82";"http://hairstylefoto.com/short-layered-hairstyles-for-thick-wavy-hair/";"0.00";"0.16";"2160000";"0.75,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.75"
"awsome hair styles";"90";"79.65";"0.00";"http://hairstylefoto.com/awesome-hairstyles-for-girls/";"0.00";"0.04";"4600000";"0.22,0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11"
"hairstyles for short coarse hair";"30";"77.04";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-coarse-hair/";"0.00";"0.16";"1560000";"0.80,1.00,0.80,0.60,0.80,0.60,0.40,0.80,0.60,0.60,0.60,0.60"
"long thin hair styles";"70";"83.35";"0.15";"http://hairstylefoto.com/hairstyles-for-long-thin-faces-and-thin-hair/";"0.00";"0.04";"3740000";"0.78,0.78,0.78,0.56,0.56,0.78,0.78,0.56,0.56,0.78,1.00,1.00"
"wedding hair with veil and headband";"20";"85.89";"0.00";"http://hairstylefoto.com/wedding-hairstyles-with-headband-and-veil/";"0.00";"0.03";"1040000";"1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.67"
"professional updos for long hair";"50";"87.67";"0.00";"http://hairstylefoto.com/professional-updos-for-long-hair/";"0.00";"0.03";"2080000";"0.82,1.00,0.64,0.18,0.27,0.18,0.27,0.45,0.36,0.18,0.27,0.27"
"layered haircuts for oval faces";"30";"83.71";"0.00";"http://hairstylefoto.com/long-bob-haircuts-for-oval-faces/";"0.00";"0.10";"2940000";"0.40,0.80,0.80,0.80,1.00,0.80,0.40,0.60,0.80,0.20,0.40,0.60"
"light brown ombre on black hair";"70";"85.10";"0.00";"http://hairstylefoto.com/ombre-hair-black-to-light-brown/";"0.00";"0.00";"2650000";"0.29,0.29,0.18,0.18,0.24,0.41,1.00,0.82,0.24,0.24,0.18,0.18"
"emo cute boy";"20";"77.32";"0.00";"http://hairstylefoto.com/cute-emo-boy-hairstyles/";"0.00";"0.00";"18600000";"0.67,0.67,1.00,1.00,1.00,0.33,0.33,0.67,1.00,0.67,1.00,0.67"
"straight brunette hair";"40";"79.29";"0.00";"http://hairstylefoto.com/long-straight-brunette-hairstyles/";"0.00";"0.02";"35700000";"1.00,0.78,0.56,0.22,0.56,0.33,0.33,1.00,0.33,0.11,0.11,0.78"
"1950 hairstyle";"140";"73.60";"0.00";"http://hairstylefoto.com/1950s-hairstyles-for-short-hair/";"0.00";"0.03";"4250000";"0.42,0.54,0.54,0.42,0.35,0.35,0.81,1.00,0.42,0.35,0.42,0.35"
"pictures of braided mohawk";"20";"73.05";"0.00";"http://hairstylefoto.com/black-female-braided-mohawk-hairstyles/";"0.00";"0.02";"1240000";"1.00,0.14,1.00,0.29,0.29,0.14,0.14,0.43,0.14,0.14,0.14,0.14"
"black girl dyed hair";"110";"80.97";"0.00";"http://hairstylefoto.com/black-girl-dyed-hair/";"0.00";"0.06";"3590000";"0.36,0.64,0.79,0.79,0.79,0.64,0.64,0.50,0.79,0.79,1.00,0.79"
"pictures of stacked bobs";"30";"78.68";"0.00";"http://hairstylefoto.com/short-stacked-bob-haircuts/";"0.00";"0.01";"0";"0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.71,1.00,0.71,0.57"
"pictures of stacked bobs";"30";"78.68";"0.00";"http://hairstylefoto.com/short-stacked-bob-hairstyles/";"0.00";"0.01";"0";"0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.43,0.71,1.00,0.71,0.57"
"straight hair sew in styles";"210";"75.16";"0.00";"http://hairstylefoto.com/long-straight-sew-in-hairstyles/";"0.00";"0.36";"535000";"0.81,0.19,0.19,0.19,0.67,1.00,0.81,0.35,0.19,0.19,0.23,0.54"
"korean hairstyle boy";"20";"82.67";"0.00";"http://hairstylefoto.com/hairstyle-korean-boy/";"0.00";"0.00";"938000";"0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00,0.67,0.33,0.67"
"hairstyles for long thick curly frizzy hair";"30";"87.04";"0.00";"http://hairstylefoto.com/hairstyles-for-long-thick-curly-frizzy-hair/";"0.00";"0.10";"3070000";"0.40,0.20,0.20,0.60,0.60,0.80,0.80,0.40,0.40,0.40,1.00,0.60"
"different simple hairstyles";"20";"87.03";"0.00";"http://hairstylefoto.com/different-simple-hairstyles-for-long-hair/";"0.00";"0.01";"12300000";"0.67,1.00,0.67,0.67,0.67,0.67,0.33,0.67,0.33,0.33,0.67,0.67"
"hairstyles for thin hair with bangs";"40";"83.44";"0.27";"http://hairstylefoto.com/short-hairstyles-with-bangs-for-fine-hair/";"0.00";"0.36";"2060000";"0.57,0.71,0.29,0.43,1.00,0.57,0.57,0.29,0.43,0.43,0.57,0.43"
"cute perms for short hair";"20";"75.50";"0.00";"http://hairstylefoto.com/perms-for-short-hair/";"0.00";"0.09";"836000";"1.00,0.67,0.67,0.33,0.67,0.67,0.33,0.33,0.33,0.67,1.00,1.00"
"best hair styles for women over 40";"40";"82.75";"0.11";"http://hairstylefoto.com/short-haircut-styles-for-women-over-40/";"0.00";"0.09";"38900000";"0.80,0.20,0.40,1.00,0.80,1.00,0.60,1.00,0.60,0.80,1.00,0.80"
"short hairstyles for fine hair square face";"10";"85.48";"1.08";"http://hairstylefoto.com/short-hairstyles-for-women-with-square-faces/";"0.00";"0.39";"5120000";"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00"
"bob hairstyles rihanna";"10";"83.02";"0.00";"http://hairstylefoto.com/rihanna-short-bob-hairstyles/";"0.00";"0.00";"1920000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"mohawk on black hair";"50";"77.43";"0.00";"http://hairstylefoto.com/mohawk-hairstyles-for-black-men-short-hair/";"0.00";"0.02";"3840000";"0.15,0.04,0.10,0.02,0.10,0.02,0.06,1.00,0.23,0.10,0.10,0.10"
"braids for black short hair";"70";"81.86";"0.00";"http://hairstylefoto.com/black-braids-hairstyles-for-short-hair/";"0.00";"0.21";"27800000";"0.18,0.24,0.53,0.24,0.65,1.00,0.41,0.65,0.53,0.29,0.41,0.29"
"black curly short hairstyles";"140";"77.27";"0.00";"http://hairstylefoto.com/short-hairstyles-for-naturally-curly-black-hair/";"0.00";"0.23";"26000000";"0.54,0.54,0.81,0.81,1.00,0.65,0.35,0.42,0.15,0.35,0.42,0.54"
"permed black hairstyles";"30";"75.09";"0.00";"http://hairstylefoto.com/black-permed-hairstyles/";"0.00";"0.15";"5090000";"1.00,0.67,1.00,1.00,1.00,0.67,0.67,0.67,1.00,1.00,1.00,1.00"
"hairstyles for mature ladies with fine hair";"10";"81.97";"0.00";"http://hairstylefoto.com/short-hairstyles-for-older-women-with-fine-hair/";"0.00";"0.57";"3330000";"0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67"
"prom hairstyles for long hair step by step";"10";"84.64";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-long-hair-tutorial/";"0.00";"0.00";"6660000";"0.33,1.00,0.67,0.33,0.33,0.33,0.00,0.33,0.00,0.33,0.33,0.33"
"haircut styles for curly long hair";"10";"88.42";"0.00";"http://hairstylefoto.com/styles-for-curly-long-hair/";"0.00";"0.02";"6820000";"0.75,0.25,0.25,0.25,0.50,1.00,0.25,0.25,0.25,0.25,0.25,0.25"
"2014 bob cuts";"10";"84.84";"0.00";"http://hairstylefoto.com/short-bob-hairstyles-2014/";"0.00";"0.00";"21900000";"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
